Session_ID,Block_ID,IO_Offset,IO_Size,Op_Name,User
2023-03-19 06:58,2714817521,0,4038842,6,region7_918076230
2023-03-19 06:58,2714891276,2020439,34423,2,region7_918076238
2023-03-19 06:58,2714891276,2053207,1655,2,region7_918076238
2023-03-19 06:58,2714891276,0,2054863,4,region7_918076238
2023-03-19 06:58,2714947498,8159040,312256,2,region7_918076231
2023-03-19 06:58,2714915548,0,5556,2,region7_918076231
2023-03-19 06:58,2714960900,3145728,1048576,5,region7_918076230
2023-03-19 06:58,2714960900,1048576,1048576,5,region7_918076230
2023-03-19 06:58,2714960900,0,1048576,5,region7_918076230
2023-03-19 06:58,2714960900,2097152,1048576,5,region7_918076230
2023-03-19 06:58,2714859265,0,8388608,5,region7_918076230
2023-03-19 06:58,2714915548,0,5556,2,region7_918076231
2023-03-19 06:58,2714915548,0,5556,2,region7_918076231
2023-03-19 06:58,2714807077,1087456,370048,2,region7_918076231
2023-03-19 06:58,2714950996,0,820010,5,region7_918076242
2023-03-19 06:58,2714939263,0,4038842,5,region7_918076230
2023-03-19 06:58,2714976858,0,8388608,2,region7_918076227
2023-03-19 06:58,2715062799,0,6251197,2,region7_918076227
2023-03-19 06:58,2715032399,0,363047,2,region7_918076231
2023-03-19 06:58,2715032472,0,4038842,2,region7_918076231
2023-03-19 06:58,2714921650,1337017,3726908,2,region7_918076235
2023-03-19 06:58,2714704616,4918165,1379705,1,region7_918076226
2023-03-19 06:58,2715184851,0,23619,2,region7_918076236
2023-03-19 06:58,2714815105,0,6272,2,region7_918076231
2023-03-19 06:58,2714947569,0,6999390,4,region7_918076245
2023-03-19 06:58,2715123837,8128448,94656,2,region7_918076231
2023-03-19 06:58,2714997553,0,3054050,6,region7_918076230
2023-03-19 06:58,2715035485,0,8388608,4,region7_918076232
2023-03-19 06:58,2715195921,0,176,2,region7_918076231
2023-03-19 06:58,2714832041,0,328623,2,region7_918076244
2023-03-19 06:58,2714832041,328623,8059985,2,region7_918076244
2023-03-19 06:58,2714931222,0,820,2,region7_918076231
2023-03-19 06:58,2715234614,0,369413,2,region7_918076233
2023-03-19 06:58,2714799295,0,8388608,2,region7_918076238
2023-03-19 06:58,2714876347,0,4038842,6,region7_918076230
2023-03-19 06:58,2715230519,634384,1048576,2,region7_918076229
2023-03-19 06:58,2715230519,1682960,1048576,2,region7_918076229
2023-03-19 06:58,2715230519,0,634384,2,region7_918076229
2023-03-19 06:58,2715230519,5877264,608263,2,region7_918076229
2023-03-19 06:58,2715230519,4828688,1048576,2,region7_918076229
2023-03-19 06:58,2715230519,3780112,1048576,2,region7_918076229
2023-03-19 06:58,2715230519,2731536,1048576,2,region7_918076229
2023-03-19 06:58,2715233316,0,176128,2,region7_918076236
2023-03-19 06:58,2715233316,176128,2101248,2,region7_918076236
2023-03-19 06:58,2715233316,2277376,2129920,2,region7_918076236
2023-03-19 06:58,2714820972,0,8481568,6,region7_918076230
2023-03-19 06:58,2715164005,0,8388608,2,region7_918076235
2023-03-19 06:58,2715173882,0,7800294,4,region7_918076232
2023-03-19 06:58,2715233316,4407296,2105344,2,region7_918076236
2023-03-19 06:58,2715233316,6512640,1875968,2,region7_918076236
2023-03-19 06:58,2715263322,0,7042533,4,region7_918076245
2023-03-19 06:58,2715074075,8123648,94720,2,region7_918076231
2023-03-19 06:58,2715201993,0,1039664,1,region7_918076226
2023-03-19 06:58,2715234709,0,7910423,2,region7_918076227
